Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
02-04-2018,Cleveland Indians,Los Angeles Angels,33.33,0.33,nan,nan,75,0.33,0.4,nan
03-04-2018,Cleveland Indians,Los Angeles Angels,50,0,0.2,nan,60,0.33,0.6,nan
04-04-2018,Cleveland Indians,Los Angeles Angels,40,0.33,0.4,nan,66.67,0,0.4,nan
06-04-2018,Oakland Athletics,Los Angeles Angels,37.5,0.33,0.4,nan,71.43,0.33,0.4,nan
07-04-2018,Oakland Athletics,Los Angeles Angels,33.33,0,0.2,0.3,75,0.33,0.4,nan
08-04-2018,Oakland Athletics,Los Angeles Angels,40,0,0.2,0.2,66.67,0.33,0.6,0.6
17-04-2018,Boston Red Sox,Los Angeles Angels,86.67,0.33,0.6,0.7,81.25,0.33,0.6,0.7
18-04-2018,Boston Red Sox,Los Angeles Angels,87.5,0.33,0.6,0.7,76.47,0.33,0.6,0.7
19-04-2018,Boston Red Sox,Los Angeles Angels,88.24,0.33,0.6,0.7,72.22,0,0.4,0.7
20-04-2018,San Francisco Giants,Los Angeles Angels,38.89,0.33,0.2,0.3,68.42,0,0.2,0.6
21-04-2018,San Francisco Giants,Los Angeles Angels,42.11,0,0.2,0.2,65,0,0,0.5
22-04-2018,San Francisco Giants,Los Angeles Angels,40,0.33,0.4,0.3,66.67,0,0,0.4
27-04-2018,New York Yankees,Los Angeles Angels,62.5,0.33,0.6,0.6,64,0.33,0.4,0.3
28-04-2018,New York Yankees,Los Angeles Angels,64,0.33,0.6,0.7,61.54,0,0.4,0.3
29-04-2018,New York Yankees,Los Angeles Angels,65.38,0.33,0.6,0.7,59.26,0,0.2,0.3
01-05-2018,Baltimore Orioles,Los Angeles Angels,28.57,0,0.2,0.2,57.14,0,0,0.3
02-05-2018,Baltimore Orioles,Los Angeles Angels,27.59,0.33,0.4,0.2,58.62,0,0,0.3
03-05-2018,Baltimore Orioles,Los Angeles Angels,26.67,0,0.2,0.2,60,0.33,0.2,0.3
10-05-2018,Minnesota Twins,Los Angeles Angels,46.88,0.33,0.6,0.5,61.11,0,0.2,0.5
11-05-2018,Minnesota Twins,Los Angeles Angels,45.45,0.33,0.6,0.6,62.16,0.33,0.4,0.6
12-05-2018,Minnesota Twins,Los Angeles Angels,47.06,0,0.4,0.6,60.53,0.33,0.4,0.6
13-05-2018,Minnesota Twins,Los Angeles Angels,48.57,0.33,0.4,0.6,58.97,0,0.4,0.5
14-05-2018,Houston Astros,Los Angeles Angels,61.9,0.33,0.4,0.5,60,0,0.2,0.4
15-05-2018,Houston Astros,Los Angeles Angels,60.47,0.33,0.4,0.5,60.98,0.33,0.2,0.4
16-05-2018,Houston Astros,Los Angeles Angels,61.36,0,0.4,0.5,59.52,0.33,0.4,0.5
17-05-2018,Tampa Bay Rays,Los Angeles Angels,46.34,0.33,0.4,0.3,58.14,0,0.4,0.4
18-05-2018,Tampa Bay Rays,Los Angeles Angels,47.62,0.33,0.6,0.4,56.82,0,0.2,0.4
19-05-2018,Tampa Bay Rays,Los Angeles Angels,48.84,0.33,0.6,0.5,55.56,0,0,0.3
20-05-2018,Tampa Bay Rays,Los Angeles Angels,50,0.33,0.6,0.6,54.35,0,0,0.2
01-06-2018,Texas Rangers,Los Angeles Angels,40.68,0.33,0.4,0.5,52.63,0,0.2,0.4
02-06-2018,Texas Rangers,Los Angeles Angels,40,0,0.4,0.4,53.45,0,0.2,0.3
03-06-2018,Texas Rangers,Los Angeles Angels,40.98,0,0.2,0.4,52.54,0.33,0.2,0.3
04-06-2018,Kansas City Royals,Los Angeles Angels,35.59,0.33,0.4,0.4,53.33,0,0.2,0.3
05-06-2018,Kansas City Royals,Los Angeles Angels,35,0,0.2,0.4,54.1,0.33,0.4,0.3
06-06-2018,Kansas City Royals,Los Angeles Angels,34.43,0,0.2,0.4,54.84,0.33,0.4,0.4
18-06-2018,Arizona Diamondbacks,Los Angeles Angels,54.93,0,0.4,0.6,52.78,0,0.2,0.3
19-06-2018,Arizona Diamondbacks,Los Angeles Angels,55.56,0,0.2,0.5,52.05,0,0.2,0.2
21-06-2018,Toronto Blue Jays,Los Angeles Angels,46.58,0,0.4,0.4,52.7,0,0,0.1
22-06-2018,Toronto Blue Jays,Los Angeles Angels,45.95,0.33,0.4,0.4,53.33,0.33,0.2,0.2
23-06-2018,Toronto Blue Jays,Los Angeles Angels,45.33,0,0.2,0.4,53.95,0.33,0.4,0.3
24-06-2018,Toronto Blue Jays,Los Angeles Angels,46.05,0,0.2,0.4,53.25,0.33,0.6,0.4
06-07-2018,Los Angeles Dodgers,Los Angeles Angels,54.65,0.33,0.6,0.4,50,0.33,0.2,0.3
07-07-2018,Los Angeles Dodgers,Los Angeles Angels,54.02,0.33,0.6,0.5,50.56,0,0.2,0.3
08-07-2018,Los Angeles Dodgers,Los Angeles Angels,54.55,0,0.4,0.4,50,0.33,0.4,0.4
10-07-2018,Seattle Mariners,Los Angeles Angels,62.64,0,0.2,0.5,50.55,0,0.2,0.4
11-07-2018,Seattle Mariners,Los Angeles Angels,61.96,0.33,0.2,0.5,51.09,0.33,0.4,0.4
12-07-2018,Seattle Mariners,Los Angeles Angels,62.37,0,0.2,0.4,50.54,0.33,0.4,0.4
20-07-2018,Houston Astros,Los Angeles Angels,64.65,0.33,0.4,0.5,50.52,0.33,0.4,0.5
21-07-2018,Houston Astros,Los Angeles Angels,65,0,0.4,0.4,50,0,0.2,0.4
22-07-2018,Houston Astros,Los Angeles Angels,65.35,0.33,0.4,0.4,49.49,0,0.2,0.4
23-07-2018,Chicago White Sox,Los Angeles Angels,34.69,0.33,0.4,0.4,50,0,0,0.3
24-07-2018,Chicago White Sox,Los Angeles Angels,35.35,0,0.2,0.4,49.5,0.33,0.2,0.3
25-07-2018,Chicago White Sox,Los Angeles Angels,36,0.33,0.4,0.5,49.02,0,0.2,0.3
26-07-2018,Chicago White Sox,Los Angeles Angels,35.64,0.33,0.4,0.5,49.51,0,0.2,0.2
27-07-2018,Seattle Mariners,Los Angeles Angels,59.8,0,0.2,0.2,50,0.33,0.2,0.3
28-07-2018,Seattle Mariners,Los Angeles Angels,59.22,0.33,0.4,0.3,50.48,0.33,0.4,0.3
29-07-2018,Seattle Mariners,Los Angeles Angels,58.65,0,0.2,0.3,50.94,0.33,0.6,0.4
06-08-2018,Detroit Tigers,Los Angeles Angels,41.96,0,0.2,0.4,48.67,0,0.2,0.3
07-08-2018,Detroit Tigers,Los Angeles Angels,41.59,0,0,0.3,49.12,0,0.2,0.2
08-08-2018,Detroit Tigers,Los Angeles Angels,41.23,0,0,0.3,49.57,0.33,0.2,0.2
10-08-2018,Oakland Athletics,Los Angeles Angels,59.13,0,0.4,0.6,50,0.33,0.4,0.3
11-08-2018,Oakland Athletics,Los Angeles Angels,58.62,0.33,0.4,0.7,50.43,0.33,0.6,0.4
12-08-2018,Oakland Athletics,Los Angeles Angels,58.97,0,0.2,0.6,50,0.33,0.6,0.5
24-08-2018,Houston Astros,Los Angeles Angels,60.63,0.33,0.4,0.3,49.22,0,0.2,0.4
25-08-2018,Houston Astros,Los Angeles Angels,60.94,0.33,0.4,0.4,48.84,0,0,0.3
26-08-2018,Houston Astros,Los Angeles Angels,61.24,0.33,0.6,0.5,48.46,0,0,0.2
27-08-2018,Colorado Rockies,Los Angeles Angels,54.62,0.33,0.4,0.6,48.09,0,0,0.1
28-08-2018,Colorado Rockies,Los Angeles Angels,54.2,0,0.2,0.5,48.48,0,0,0.1
10-09-2018,Texas Rangers,Los Angeles Angels,42.66,0,0,0.3,49.65,0.33,0.6,0.5
11-09-2018,Texas Rangers,Los Angeles Angels,43.06,0,0,0.3,49.31,0.33,0.6,0.5
12-09-2018,Texas Rangers,Los Angeles Angels,42.76,0.33,0.2,0.3,49.66,0,0.4,0.5
13-09-2018,Seattle Mariners,Los Angeles Angels,54.48,0,0.2,0.3,50,0.33,0.4,0.6
14-09-2018,Seattle Mariners,Los Angeles Angels,54.79,0,0.2,0.3,49.66,0.33,0.4,0.6
15-09-2018,Seattle Mariners,Los Angeles Angels,55.1,0.33,0.2,0.3,49.32,0,0.4,0.6
16-09-2018,Seattle Mariners,Los Angeles Angels,55.41,0.33,0.4,0.4,48.99,0,0.2,0.5
24-09-2018,Texas Rangers,Los Angeles Angels,42.58,0,0.2,0.3,48.08,0,0,0.2
25-09-2018,Texas Rangers,Los Angeles Angels,42.31,0.33,0.4,0.3,48.41,0,0,0.2
26-09-2018,Texas Rangers,Los Angeles Angels,42.04,0,0.2,0.2,48.73,0.33,0.2,0.3
28-09-2018,Oakland Athletics,Los Angeles Angels,60.38,0,0.2,0.5,49.06,0.33,0.4,0.3
29-09-2018,Oakland Athletics,Los Angeles Angels,60,0.33,0.4,0.6,49.38,0.33,0.6,0.3
